Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Unemployment rate,GDP,prediccion,prob_Dropout,prob_Enrolled,prob_Graduate,riesgo_dropout_pct
2,39,1,8014,0,19,133.1,37,37,9,6,107.0,0,0,1,1,0,41,12.7,-1.7,Dropout,46.1,19.3,34.6,46.1
1,39,1,9003,1,1,140.0,1,3,4,5,130.0,0,0,1,1,0,25,16.2,-0.92,Dropout,45.9,34.0,20.1,45.9
1,1,5,9254,1,1,101.0,3,19,3,9,98.9,1,0,1,1,0,20,12.4,1.79,Dropout,45.8,34.6,19.6,45.8
1,7,1,9500,1,3,130.0,37,38,7,7,130.0,1,0,1,0,0,27,9.4,-3.12,Dropout,45.7,18.3,36.0,45.7
2,39,1,9991,0,1,130.0,37,37,9,9,140.0,1,0,1,1,0,31,9.4,-3.12,Dropout,45.0,39.5,15.5,45.0
1,42,1,9500,1,1,100.0,19,19,9,9,100.0,0,1,1,1,0,24,12.7,-1.7,Dropout,44.8,43.6,11.7,44.8
1,53,1,9085,1,42,140.0,1,1,5,5,143.3,1,0,0,0,0,23,8.9,3.51,Dropout,44.5,36.7,18.8,44.5
1,43,2,9670,1,1,135.0,3,19,1,7,123.5,1,0,1,1,0,22,16.2,-0.92,Dropout,44.5,36.2,19.3,44.5
1,17,6,9254,1,1,108.0,1,19,4,5,112.2,1,0,1,1,0,19,9.4,-3.12,Dropout,44.3,36.0,19.7,44.3
1,17,1,9254,1,1,118.0,11,34,5,0,122.2,1,0,1,0,0,22,7.6,0.32,Dropout,44.3,19.1,36.6,44.3
1,1,3,9773,1,1,135.0,3,1,2,4,129.8,1,0,1,1,0,20,15.5,-4.06,Dropout,44.2,31.8,24.0,44.2
1,17,1,9238,1,1,128.0,19,1,0,5,122.1,1,0,1,0,0,18,13.9,0.79,Dropout,43.9,13.5,42.6,43.9
1,39,1,9003,1,19,133.1,37,19,9,7,134.3,0,0,1,1,0,25,12.4,1.79,Dropout,43.9,22.5,33.6,43.9
2,39,1,9991,0,1,120.0,37,3,9,3,168.2,0,0,1,1,0,45,12.4,1.79,Dropout,43.9,20.3,35.8,43.9
1,43,1,9147,1,1,140.0,37,37,6,6,122.9,0,0,1,0,0,55,16.2,-0.92,Dropout,43.8,38.4,17.9,43.8
1,42,1,9254,1,1,154.0,38,37,1,1,154.0,1,0,1,0,0,28,9.4,-3.12,Dropout,43.6,18.7,37.7,43.6
1,39,1,9991,0,1,139.0,1,1,4,10,140.7,0,0,1,1,0,25,12.4,1.79,Dropout,43.4,41.7,14.9,43.4
1,51,1,9670,1,19,133.1,2,1,3,10,120.0,0,1,1,1,0,32,11.1,2.02,Dropout,43.1,36.3,20.6,43.1
1,44,1,171,1,39,140.0,3,3,2,2,140.0,0,1,1,1,0,20,15.5,-4.06,Enrolled,43.0,51.5,5.5,43.0
1,1,2,9147,1,1,128.0,3,1,3,3,121.0,1,1,1,1,0,20,16.2,-0.92,Enrolled,43.0,45.5,11.5,43.0
2,39,1,9991,0,3,130.0,3,1,1,10,160.0,0,0,1,0,0,30,12.7,-1.7,Dropout,43.0,19.3,37.6,43.0
2,39,1,9991,0,1,120.0,37,19,5,3,156.0,1,0,1,1,0,33,10.8,1.74,Dropout,42.9,23.8,33.4,42.9
1,18,3,9853,1,1,122.0,38,37,9,5,120.3,1,0,1,0,0,19,10.8,1.74,Dropout,42.7,36.9,20.4,42.7
2,39,2,9147,1,1,140.0,37,37,9,8,108.0,0,0,1,0,0,50,9.4,-3.12,Enrolled,42.7,47.1,10.2,42.7
2,42,1,9556,1,1,110.0,37,37,9,6,140.0,0,0,1,1,0,43,16.2,-0.92,Dropout,42.7,17.2,40.0,42.7
1,18,4,9254,1,1,106.0,19,37,7,7,106.0,1,0,1,1,1,21,9.4,-3.12,Dropout,42.6,20.6,36.8,42.6
1,17,2,171,1,1,130.0,1,1,2,3,148.6,1,0,1,1,0,20,11.1,2.02,Dropout,42.5,21.0,36.5,42.5
1,17,1,9853,1,1,146.0,1,1,3,4,128.2,0,1,1,0,0,18,12.7,-1.7,Enrolled,42.5,50.9,6.5,42.5
1,39,1,9147,1,19,133.1,3,1,3,5,153.2,1,1,1,0,0,24,12.4,1.79,Enrolled,42.4,48.1,9.5,42.4
2,39,1,8014,0,9,133.1,37,37,8,10,100.0,1,0,1,0,0,37,9.4,-3.12,Dropout,42.4,36.8,20.9,42.4
1,51,1,9991,0,1,134.0,1,1,5,3,120.6,1,0,1,1,0,27,11.1,2.02,Dropout,42.3,27.0,30.7,42.3
1,43,2,9147,1,1,126.0,1,19,3,3,100.0,1,0,1,1,0,22,16.2,-0.92,Enrolled,42.1,48.6,9.4,42.1
1,1,1,9773,1,1,116.0,37,37,0,5,114.3,1,0,1,0,0,20,7.6,0.32,Dropout,41.7,22.8,35.5,41.7
2,39,1,9991,0,1,120.0,37,37,9,9,133.2,1,0,1,1,0,32,7.6,0.32,Enrolled,41.7,42.6,15.7,41.7
1,1,1,9853,1,1,133.0,37,19,7,7,126.7,1,0,1,0,0,18,15.5,-4.06,Dropout,41.5,40.2,18.3,41.5
1,1,1,9238,1,1,123.0,34,38,0,7,120.2,1,0,1,0,0,20,7.6,0.32,Graduate,41.2,9.0,49.8,41.2
2,39,1,9147,1,1,100.0,37,37,9,5,170.0,0,0,1,1,0,45,15.5,-4.06,Enrolled,41.2,41.5,17.3,41.2
1,39,1,9991,0,1,150.0,37,37,9,7,150.0,0,0,1,0,0,27,15.5,-4.06,Dropout,41.1,36.6,22.3,41.1
1,17,2,9853,1,1,138.0,1,1,9,4,123.0,1,0,1,0,0,23,10.8,1.74,Enrolled,40.8,41.5,17.8,40.8
1,39,1,9500,1,19,133.1,38,38,9,8,106.0,1,0,1,1,0,24,7.6,0.32,Dropout,40.5,38.5,21.0,40.5
1,43,1,9670,1,1,151.0,19,19,1,1,100.0,0,1,1,0,0,20,13.9,0.79,Enrolled,40.4,50.0,9.6,40.4
1,1,1,9670,1,1,130.0,37,37,0,0,117.8,1,0,1,0,0,21,7.6,0.32,Graduate,40.3,12.7,46.9,40.3
1,39,1,9670,1,1,100.0,1,1,4,4,120.0,0,0,1,1,0,26,9.4,-3.12,Enrolled,40.3,51.7,8.1,40.3
1,39,1,9670,1,1,133.1,19,19,3,9,118.0,0,0,1,1,0,27,8.9,3.51,Enrolled,39.8,45.8,14.4,39.8
1,17,1,9130,1,1,137.0,38,19,5,7,130.0,1,0,1,0,0,21,12.4,1.79,Graduate,39.7,20.2,40.1,39.7
1,17,1,171,1,1,145.0,4,4,3,3,143.6,0,1,1,1,0,19,8.9,3.51,Dropout,39.6,29.9,30.5,39.6
1,39,1,9003,1,1,140.0,3,1,5,9,130.0,0,0,1,1,0,27,11.1,2.02,Dropout,39.6,35.0,25.4,39.6
2,39,1,9238,1,19,133.1,37,37,9,9,130.0,1,0,1,0,0,31,9.4,-3.12,Graduate,39.4,17.3,43.2,39.4
2,39,1,9991,0,1,133.1,37,19,9,10,150.0,0,0,1,1,0,47,9.4,-3.12,Enrolled,39.4,41.8,18.8,39.4
1,17,4,171,1,1,172.0,3,1,2,10,155.6,1,0,1,1,0,19,9.4,-3.12,Dropout,39.3,26.2,34.5,39.3
1,18,3,9119,1,1,111.0,1,19,9,8,111.0,1,0,1,1,0,18,12.4,1.79,Enrolled,39.3,53.3,7.4,39.3
1,1,1,9773,1,1,138.0,1,19,4,4,131.7,1,0,1,1,0,18,15.5,-4.06,Dropout,39.2,27.9,32.9,39.2
5,7,1,9147,1,40,110.0,37,37,9,9,110.0,0,0,1,0,0,23,15.5,-4.06,Dropout,39.2,36.9,23.9,39.2
1,7,1,9991,0,40,130.0,1,3,4,2,130.0,0,0,1,1,0,27,8.9,3.51,Dropout,39.2,37.0,23.8,39.2
1,39,1,8014,0,19,133.1,37,37,9,5,135.5,0,0,1,0,0,58,11.1,2.02,Graduate,39.0,16.2,44.8,39.0
2,39,1,9003,1,1,140.0,37,37,9,6,104.8,0,0,1,0,0,46,15.5,-4.06,Dropout,39.0,32.6,28.4,39.0
2,39,2,9670,1,1,100.0,37,37,9,9,100.0,0,0,1,0,0,35,9.4,-3.12,Enrolled,38.8,43.8,17.5,38.8
2,39,1,9991,0,1,162.0,37,37,9,6,132.0,0,1,1,1,0,25,7.6,0.32,Enrolled,38.8,51.9,9.3,38.8
1,1,1,9773,1,1,159.0,34,26,0,6,160.1,1,0,1,0,0,18,7.6,0.32,Graduate,38.8,5.1,56.1,38.8
1,39,1,9119,1,1,150.0,3,3,4,4,150.0,1,0,1,1,0,27,8.9,3.51,Enrolled,38.7,56.8,4.5,38.7
1,17,2,9556,1,1,137.0,1,1,7,7,124.4,1,0,1,0,0,20,15.5,-4.06,Dropout,38.6,33.7,27.7,38.6
1,39,1,9003,1,1,100.0,37,37,9,5,110.0,0,0,1,0,0,41,15.5,-4.06,Enrolled,38.5,44.8,16.7,38.5
1,39,1,9500,1,3,130.0,2,2,1,1,130.0,0,0,1,0,0,29,12.7,-1.7,Dropout,38.5,30.8,30.7,38.5
1,39,1,9500,1,4,150.0,3,38,3,7,127.0,1,0,1,1,0,26,11.1,2.02,Dropout,38.3,29.5,32.2,38.3
1,1,1,9238,1,1,133.1,19,37,9,9,130.0,0,0,0,0,1,20,10.8,1.74,Graduate,38.3,16.8,45.0,38.3
1,1,1,171,1,1,137.0,1,38,4,5,130.4,1,0,1,1,0,19,15.5,-4.06,Dropout,38.3,36.4,25.3,38.3
1,39,1,9991,0,1,120.0,38,38,3,3,140.0,0,0,1,0,0,25,15.5,-4.06,Enrolled,38.1,38.2,23.6,38.1
4,39,1,9991,0,1,133.1,37,37,9,9,130.4,0,0,1,0,0,30,12.7,-1.7,Enrolled,37.7,47.6,14.7,37.7
1,43,1,9119,1,1,140.0,37,38,5,7,146.5,0,0,1,1,0,39,13.9,0.79,Enrolled,37.7,53.9,8.3,37.7
1,43,1,9130,1,1,150.0,3,3,3,4,150.0,1,0,1,0,0,21,13.9,0.79,Dropout,37.6,37.1,25.3,37.6
1,17,1,9254,1,1,121.0,1,1,4,4,123.1,1,0,1,1,0,21,7.6,0.32,Enrolled,37.6,46.7,15.8,37.6
1,1,1,9130,1,1,117.0,1,1,9,9,109.3,1,0,1,0,0,20,12.7,-1.7,Dropout,37.6,34.8,27.6,37.6
1,39,1,9991,0,1,120.0,38,1,9,4,123.2,0,0,1,0,0,27,10.8,1.74,Enrolled,37.5,48.6,13.9,37.5
1,44,1,9130,1,39,120.0,3,1,2,4,120.0,1,0,1,0,0,20,12.4,1.79,Enrolled,37.4,49.0,13.6,37.4
1,17,2,9773,1,1,131.0,3,19,2,3,132.8,1,0,1,1,0,19,13.9,0.79,Graduate,37.3,19.5,43.2,37.3
1,1,1,9130,1,1,138.0,4,5,2,2,123.0,1,0,1,0,0,21,12.7,-1.7,Dropout,37.3,29.2,33.5,37.3
1,1,1,9130,1,1,140.0,9,19,4,4,131.2,0,0,1,1,1,26,7.6,0.32,Graduate,37.2,17.1,45.7,37.2
1,39,1,9119,1,1,130.0,37,3,9,3,137.0,1,0,1,1,0,28,7.6,0.32,Enrolled,36.9,58.3,4.8,36.9
1,39,1,9500,1,19,133.1,38,37,9,9,133.0,0,0,1,0,0,24,13.9,0.79,Graduate,36.8,18.8,44.4,36.8
1,17,4,9119,1,1,135.0,38,37,5,7,126.6,1,0,1,1,0,18,7.6,0.32,Enrolled,36.8,50.1,13.1,36.8
1,17,3,9853,1,1,138.0,37,37,5,9,125.1,1,0,1,0,1,19,12.7,-1.7,Dropout,36.7,27.4,35.9,36.7
1,39,1,9991,0,1,120.0,37,37,9,9,111.1,0,0,1,0,0,31,7.6,0.32,Enrolled,36.5,52.6,10.9,36.5
1,17,1,9853,1,1,108.0,19,1,5,5,107.3,0,0,1,0,0,20,15.5,-4.06,Enrolled,36.4,53.1,10.5,36.4
1,1,1,171,1,1,137.0,1,3,3,7,146.5,1,1,1,1,0,19,8.9,3.51,Enrolled,36.3,43.8,19.9,36.3
1,39,1,9500,1,1,130.0,1,1,4,9,150.0,0,0,1,1,0,24,12.7,-1.7,Dropout,36.1,35.7,28.2,36.1
1,1,3,9085,1,1,142.0,11,11,90,90,155.3,0,0,1,0,0,19,7.6,0.32,Graduate,36.1,6.6,57.3,36.1
1,1,1,9085,1,1,122.0,9,19,90,6,103.4,0,0,1,0,0,19,7.6,0.32,Dropout,36.1,27.9,36.0,36.1
1,1,5,9773,1,1,125.0,37,3,5,2,126.1,1,0,1,1,0,22,9.4,-3.12,Dropout,36.0,31.6,32.4,36.0
1,17,2,9853,1,1,123.0,1,1,3,9,116.7,1,0,1,0,0,19,9.4,-3.12,Enrolled,35.8,51.5,12.7,35.8
4,39,1,9003,1,1,133.1,19,19,9,4,100.7,0,0,1,0,0,39,15.5,-4.06,Enrolled,35.8,51.3,12.9,35.8
2,43,1,8014,0,1,133.1,34,34,0,0,100.0,0,0,1,0,1,35,9.4,-3.12,Graduate,35.8,3.9,60.3,35.8
1,1,6,9147,1,1,142.0,38,37,7,7,134.3,0,0,1,1,0,21,10.8,1.74,Dropout,35.6,30.9,33.5,35.6
1,18,4,9556,1,1,127.0,1,38,4,7,121.8,1,0,1,0,0,20,12.7,-1.7,Graduate,35.6,18.8,45.6,35.6
1,18,4,9119,1,1,134.0,19,38,194,175,124.9,1,1,1,1,0,18,8.9,3.51,Enrolled,35.5,60.4,4.1,35.5
1,17,3,9085,1,1,121.0,38,1,9,9,111.9,1,0,1,1,0,21,10.8,1.74,Enrolled,35.5,42.2,22.3,35.5
1,17,4,9773,1,1,119.0,38,19,9,9,118.3,0,0,1,0,0,19,15.5,-4.06,Graduate,35.5,16.0,48.5,35.5
1,17,5,9085,1,1,118.0,38,38,9,9,112.4,1,0,1,0,0,19,15.5,-4.06,Dropout,35.4,33.5,31.1,35.4
1,39,1,9085,1,1,133.1,3,19,2,9,110.0,0,0,1,0,0,28,11.1,2.02,Enrolled,35.3,50.4,14.3,35.3
1,17,3,9147,1,1,120.0,19,19,4,7,115.5,1,1,1,1,0,18,10.8,1.74,Enrolled,35.3,59.4,5.3,35.3
1,39,1,9085,1,1,133.1,19,19,7,7,130.0,1,0,1,0,0,24,13.9,0.79,Enrolled,35.2,45.7,19.1,35.2
1,43,4,9670,1,1,117.0,3,3,4,4,113.2,0,0,1,1,0,21,9.4,-3.12,Enrolled,35.2,50.3,14.5,35.2
1,1,1,171,1,1,124.0,19,1,9,9,121.2,1,0,1,1,0,20,10.8,1.74,Enrolled,35.1,39.1,25.8,35.1
1,39,1,9556,1,1,120.0,19,19,4,5,122.8,0,0,1,0,0,26,13.9,0.79,Enrolled,35.0,49.0,16.0,35.0
1,17,2,9254,1,1,124.0,19,38,9,9,123.3,1,0,1,0,0,22,13.9,0.79,Graduate,34.7,30.6,34.7,34.7
1,1,1,9130,1,1,133.0,3,1,2,4,126.0,0,0,1,1,0,18,7.6,0.32,Enrolled,34.7,46.5,18.8,34.7
1,1,6,9147,1,1,115.0,1,37,4,9,117.1,1,1,1,0,0,22,7.6,0.32,Enrolled,34.6,50.8,14.6,34.6
1,43,1,9070,1,1,134.0,19,37,7,7,132.7,1,0,1,1,0,22,15.5,-4.06,Enrolled,34.4,49.1,16.5,34.4
1,18,2,9070,1,1,122.0,38,19,5,5,119.9,0,0,1,1,0,18,9.4,-3.12,Dropout,34.4,33.0,32.6,34.4
1,39,1,9991,0,1,130.0,38,38,9,9,120.0,0,0,1,0,0,27,9.4,-3.12,Enrolled,34.3,52.5,13.1,34.3
1,39,1,9119,1,1,150.0,1,38,3,5,120.0,0,0,1,1,0,24,15.5,-4.06,Enrolled,34.2,63.3,2.5,34.2
1,43,2,9119,1,1,115.0,38,19,9,6,112.2,1,1,1,1,0,18,15.5,-4.06,Enrolled,34.2,64.2,1.7,34.2
1,39,1,9853,1,1,130.0,37,19,9,5,102.5,0,0,1,0,0,27,7.6,0.32,Enrolled,34.0,60.7,5.2,34.0
1,1,1,9238,1,1,133.1,12,38,4,9,107.0,1,0,1,0,0,19,11.1,2.02,Graduate,34.0,19.9,46.1,34.0
1,1,5,9254,1,1,126.0,19,19,4,7,116.6,1,0,1,0,0,19,13.9,0.79,Graduate,33.7,29.3,37.1,33.7
1,17,3,9254,1,1,115.0,37,19,5,5,109.8,1,0,1,0,0,19,10.8,1.74,Enrolled,33.5,42.6,23.8,33.5
1,1,1,171,1,1,159.0,3,3,2,2,162.5,1,0,1,1,0,19,16.2,-0.92,Graduate,33.5,27.6,38.9,33.5
1,39,1,9991,0,1,120.0,19,38,5,5,152.4,0,0,1,1,0,27,10.8,1.74,Enrolled,33.4,49.3,17.3,33.4
1,17,1,9254,1,1,136.0,39,3,3,3,128.7,1,0,1,0,0,20,13.9,0.79,Graduate,33.4,27.0,39.6,33.4
1,39,1,9556,1,40,130.0,1,1,4,5,145.0,0,0,1,0,0,25,15.5,-4.06,Enrolled,33.3,36.9,29.8,33.3
1,51,1,9070,1,12,133.1,37,19,3,7,106.6,0,1,1,0,0,31,8.9,3.51,Enrolled,33.3,37.1,29.5,33.3
1,42,1,9085,1,1,133.1,1,9,4,4,128.2,0,0,1,0,0,24,9.4,-3.12,Enrolled,33.2,38.4,28.4,33.2
1,1,1,9147,1,1,127.0,1,4,9,10,121.8,0,0,1,1,0,19,16.2,-0.92,Enrolled,33.1,44.1,22.7,33.1
1,17,2,9119,1,1,137.0,1,1,4,4,130.4,1,1,1,1,0,18,7.6,0.32,Enrolled,33.1,64.3,2.6,33.1
4,39,1,9238,1,1,130.0,19,3,9,2,140.0,0,0,1,1,0,50,8.9,3.51,Enrolled,33.0,40.5,26.5,33.0
1,44,1,9130,1,39,130.0,38,37,4,9,130.0,1,0,1,0,1,20,16.2,-0.92,Graduate,33.0,20.8,46.2,33.0
1,1,2,9147,1,1,108.0,1,19,4,4,105.9,1,0,1,1,0,21,11.1,2.02,Enrolled,32.9,54.0,13.1,32.9
1,1,2,9147,1,1,142.0,37,38,9,9,137.5,1,0,1,1,0,19,13.9,0.79,Enrolled,32.8,37.9,29.2,32.8
1,1,1,9254,1,1,123.0,38,19,9,4,117.8,0,0,1,1,0,19,10.8,1.74,Enrolled,32.7,41.3,26.0,32.7
1,43,1,9991,0,1,140.0,37,37,9,9,135.8,1,0,1,1,0,25,9.4,-3.12,Enrolled,32.7,54.2,13.1,32.7
1,43,1,9991,0,1,120.0,19,37,3,9,100.0,0,0,1,0,0,34,13.9,0.79,Enrolled,32.7,55.4,11.9,32.7
1,1,1,171,1,3,116.0,3,3,2,2,128.2,0,0,1,0,0,22,11.1,2.02,Graduate,32.6,22.8,44.6,32.6
2,43,2,9147,1,1,133.1,37,37,9,9,109.0,1,0,1,0,0,46,9.4,-3.12,Enrolled,32.4,54.8,12.8,32.4
1,39,1,8014,0,1,133.1,37,37,9,7,129.0,0,0,1,0,0,37,16.2,-0.92,Graduate,32.4,26.7,40.9,32.4
1,1,2,9853,1,1,117.0,1,38,4,9,109.7,1,0,1,0,0,19,9.4,-3.12,Enrolled,32.3,52.1,15.6,32.3
1,39,1,9500,1,1,127.0,19,19,5,5,160.0,0,0,1,1,0,28,16.2,-0.92,Graduate,32.0,32.6,35.4,32.0
1,17,4,9254,1,1,106.0,37,19,9,7,116.9,1,0,1,0,0,20,11.1,2.02,Graduate,31.9,27.0,41.1,31.9
1,17,1,9003,1,1,125.0,3,3,2,2,100.0,0,0,1,1,0,27,15.5,-4.06,Enrolled,31.9,50.3,17.8,31.9
1,18,1,9070,1,1,117.0,1,37,4,7,127.9,1,0,1,1,0,20,9.4,-3.12,Enrolled,31.8,37.4,30.7,31.8
2,39,2,9670,1,1,133.1,37,19,9,9,130.0,0,0,1,0,0,30,9.4,-3.12,Enrolled,31.8,37.1,31.2,31.8
1,17,1,9254,1,1,119.0,1,1,4,10,125.0,0,0,1,1,0,19,10.8,1.74,Enrolled,31.7,45.2,23.1,31.7
1,17,3,9670,1,1,147.0,37,37,8,8,128.8,0,1,1,0,0,19,9.4,-3.12,Enrolled,31.6,58.7,9.7,31.6
1,17,2,9147,1,1,130.0,1,38,5,7,122.0,1,0,1,1,0,20,10.8,1.74,Enrolled,31.6,48.4,20.1,31.6
1,17,5,9070,1,1,125.0,19,1,5,5,122.6,1,0,1,1,0,22,9.4,-3.12,Enrolled,31.6,45.3,23.1,31.6
1,39,1,8014,0,1,100.0,37,37,6,5,107.5,0,0,1,0,0,41,12.7,-1.7,Enrolled,31.5,41.2,27.2,31.5
1,1,3,9147,1,1,136.0,38,38,9,9,127.3,1,0,1,1,0,19,12.7,-1.7,Enrolled,31.3,48.7,20.0,31.3
1,1,2,171,1,1,135.0,19,19,4,7,149.0,1,0,1,1,0,22,11.1,2.02,Graduate,31.2,26.2,42.6,31.2
1,1,1,9670,1,1,133.1,38,19,5,6,138.0,0,1,1,1,0,22,11.1,2.02,Enrolled,31.1,37.1,31.7,31.1
2,43,1,9991,0,1,140.0,37,37,9,9,130.0,1,0,1,1,0,30,9.4,-3.12,Enrolled,30.9,51.6,17.5,30.9
1,7,1,9500,1,3,130.0,19,38,5,3,130.0,0,0,1,0,0,23,9.4,-3.12,Graduate,30.8,15.9,53.3,30.8
1,17,2,9853,1,1,114.0,1,19,9,9,111.9,1,0,1,1,1,20,7.6,0.32,Enrolled,30.8,43.4,25.8,30.8
1,43,1,9254,1,1,134.0,37,37,9,9,133.3,1,1,1,0,0,19,7.6,0.32,Enrolled,30.7,59.3,10.0,30.7
1,17,4,9773,1,1,127.0,1,19,4,1,115.8,1,0,1,0,0,18,13.9,0.79,Graduate,30.7,14.1,55.2,30.7
1,43,1,9130,1,1,140.0,2,1,2,3,140.0,1,0,1,0,0,22,12.7,-1.7,Enrolled,30.4,40.4,29.3,30.4
1,17,2,9238,1,1,115.0,19,38,7,8,116.4,1,0,1,0,0,21,16.2,-0.92,Graduate,30.4,25.4,44.2,30.4
4,43,1,9991,0,1,140.0,37,37,5,5,149.8,0,0,1,1,0,36,12.7,-1.7,Enrolled,30.4,52.3,17.2,30.4
1,17,1,9670,1,1,128.0,37,37,9,9,135.7,1,0,1,1,0,19,10.8,1.74,Graduate,30.4,33.5,36.1,30.4
1,1,1,9254,1,1,126.0,1,19,4,4,116.9,0,0,1,1,0,18,8.9,3.51,Enrolled,30.4,45.2,24.4,30.4
1,51,1,33,1,1,130.0,19,19,9,9,117.7,0,0,1,0,0,34,11.1,2.02,Enrolled,30.4,37.2,32.4,30.4
1,17,2,9070,1,1,142.0,3,1,2,4,141.0,1,0,1,1,0,18,10.8,1.74,Enrolled,30.4,38.1,31.5,30.4
2,39,1,8014,0,19,133.1,19,37,6,8,149.5,0,0,1,1,0,48,12.4,1.79,Graduate,30.4,10.5,59.1,30.4
1,42,1,9991,0,1,160.0,1,2,4,3,120.0,0,0,1,0,0,30,7.6,0.32,Enrolled,30.3,46.5,23.2,30.3
1,1,2,171,1,1,131.0,19,1,4,7,131.4,1,0,1,1,0,20,7.6,0.32,Enrolled,30.1,41.4,28.5,30.1
1,1,1,9119,1,1,129.0,12,1,4,10,124.1,1,0,1,1,0,19,7.6,0.32,Enrolled,30.0,64.0,6.0,30.0
1,17,4,9556,1,1,135.0,38,37,3,7,129.0,1,0,1,0,0,21,12.7,-1.7,Graduate,29.8,25.1,45.1,29.8
1,1,5,9070,1,1,134.0,34,1,5,7,129.8,1,0,1,0,0,18,9.4,-3.12,Graduate,29.8,21.5,48.7,29.8
4,39,1,9991,0,1,133.1,37,37,5,5,138.7,0,0,1,0,0,31,10.8,1.74,Enrolled,29.8,51.9,18.3,29.8
1,17,5,9773,1,1,146.0,1,37,5,5,146.7,1,0,1,1,0,19,7.6,0.32,Graduate,29.8,26.5,43.7,29.8
4,39,1,8014,0,1,133.1,38,37,5,7,144.5,0,0,1,0,0,45,16.2,-0.92,Graduate,29.7,21.3,49.0,29.7
1,39,1,9119,1,1,130.0,19,37,9,9,134.0,0,0,1,1,1,24,12.7,-1.7,Enrolled,29.6,61.0,9.4,29.6
1,7,1,9991,0,40,140.0,37,37,6,6,140.0,0,0,1,0,0,26,12.4,1.79,Graduate,29.6,21.9,48.5,29.6
1,17,4,9119,1,1,133.0,3,1,9,3,123.2,1,0,1,1,0,18,8.9,3.51,Enrolled,29.6,53.4,17.0,29.6
1,44,1,9003,1,39,130.0,3,3,7,1,130.0,1,0,1,1,0,20,15.5,-4.06,Enrolled,29.6,47.5,22.9,29.6
1,17,1,9670,1,1,141.0,19,37,5,8,130.2,0,0,1,1,0,18,12.7,-1.7,Enrolled,29.5,38.7,31.8,29.5
1,42,1,9500,1,1,133.0,1,1,4,4,100.0,0,0,1,0,0,20,12.7,-1.7,Enrolled,29.5,40.6,29.9,29.5
1,43,1,9070,1,1,125.0,38,37,8,7,131.7,1,0,1,1,0,20,12.4,1.79,Enrolled,29.4,54.3,16.3,29.4
1,43,1,9670,1,1,127.0,37,37,9,9,127.0,1,0,1,1,0,23,9.4,-3.12,Enrolled,29.3,54.9,15.8,29.3
1,1,3,9238,1,1,133.1,1,1,9,9,100.0,1,0,1,1,0,22,8.9,3.51,Graduate,28.9,33.0,38.0,28.9
1,1,1,9070,1,1,133.1,1,37,5,9,143.0,1,1,1,0,0,21,12.7,-1.7,Enrolled,28.9,37.6,33.5,28.9
1,17,1,9254,1,1,115.0,12,1,9,3,108.7,1,0,1,0,1,18,12.4,1.79,Graduate,28.8,18.5,52.6,28.8
1,16,1,171,1,1,150.0,37,37,9,9,134.6,1,0,1,1,0,19,7.6,0.32,Enrolled,28.6,44.9,26.5,28.6
1,1,1,9773,1,1,133.1,38,19,132,103,146.0,0,1,1,0,0,20,16.2,-0.92,Graduate,28.6,32.9,38.5,28.6
1,17,3,9238,1,1,133.1,41,1,2,3,117.0,1,0,1,0,0,21,11.1,2.02,Graduate,28.6,16.2,55.2,28.6
1,51,1,9254,1,1,120.0,38,38,9,9,118.0,0,0,1,0,0,28,8.9,3.51,Graduate,28.5,33.5,37.9,28.5
1,1,1,9254,1,1,123.0,38,37,5,5,125.1,0,0,1,0,0,19,16.2,-0.92,Graduate,28.3,30.8,41.0,28.3
1,17,2,9147,1,1,116.0,1,38,4,3,114.6,1,0,1,0,0,19,13.9,0.79,Enrolled,28.3,43.2,28.5,28.3
2,39,1,9238,1,1,126.6,38,38,9,7,107.5,0,1,1,0,1,42,11.1,2.02,Graduate,28.2,27.1,44.7,28.2
4,39,2,9556,1,19,133.1,19,19,4,6,123.0,0,0,1,0,1,37,10.8,1.74,Graduate,28.1,23.5,48.4,28.1
1,51,1,9070,1,1,125.0,42,3,125,124,130.0,1,0,1,1,0,20,8.9,3.51,Enrolled,28.1,35.9,35.9,28.1
2,39,1,9147,1,1,140.0,37,37,6,10,131.8,0,0,1,0,0,35,10.8,1.74,Enrolled,28.0,49.6,22.4,28.0
1,17,3,9254,1,1,118.0,19,1,4,4,115.9,1,0,1,1,1,18,8.9,3.51,Enrolled,28.0,39.1,32.8,28.0
1,17,1,9238,1,1,135.0,37,37,8,6,127.0,0,0,1,0,0,21,16.2,-0.92,Graduate,28.0,28.7,43.4,28.0
1,44,1,9070,1,39,150.0,12,37,3,9,147.7,0,1,1,0,1,22,12.4,1.79,Graduate,28.0,32.7,39.2,28.0
1,1,4,9147,1,1,133.1,1,19,4,6,106.0,1,0,1,0,0,24,12.7,-1.7,Enrolled,28.0,42.0,29.9,28.0
1,43,1,9085,1,1,110.0,38,38,9,6,117.2,1,0,1,1,0,28,15.5,-4.06,Enrolled,27.9,56.7,15.3,27.9
